Pagina,Nome,Versao,Ano,Quilometragem,Cidade,Preco,Preco_Limpo,KM_Limpo,Ano_Modelo
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2014/2015,98.000 Km,Suzano (SP),R$ 75.500,75500,98000,2015
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2010/2011,125.250 Km,Santos (SP),R$ 49.900,49900,125250,2011
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2018/2018,101.840 Km,Osasco (SP),R$ 79.000,79000,101840,2018
20,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2008/2009,219.037 Km,Suzano (SP),R$ 51.000,51000,219037,2009
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,148.000 Km,Diadema (SP),R$ 65.000,65000,148000,2013
20,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,50.000 Km,Osasco (SP),R$ 110.000,110000,50000,2022
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2018/2018,92.032 Km,Guarulhos (SP),R$ 84.000,84000,92032,2018
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,91.000 Km,São Paulo (SP),R$ 80.000,80000,91000,2017
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,125.000 Km,São Paulo (SP),R$ 65.200,65200,125000,2013
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,109.200 Km,São Paulo (SP),R$ 98.500,98500,109200,2019
20,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2020/2021,89.998 Km,Mogi das Cruzes (SP),R$ 129.990,129990,89998,2021
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,124.000 Km,São Paulo (SP),R$ 74.500,74500,124000,2016
20,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2015/2016,120.000 Km,Limeira (SP),R$ 77.900,77900,120000,2016
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2016,110.000 Km,São Paulo (SP),R$ 83.900,83900,110000,2016
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,150.000 Km,São Paulo (SP),R$ 80.000,80000,150000,2016
20,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2017/2017,118.000 Km,Campinas (SP),R$ 80.500,80500,118000,2017
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,150.000 Km,Indaiatuba (SP),R$ 76.990,76990,150000,2016
20,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2024,75.000 Km,São Paulo (SP),R$ 133.900,133900,75000,2024
20,TOYOTA COROLLA,,2001/2002,250.000 Km,São Paulo (SP),R$ 26.900,26900,250000,2002
20,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2023/2024,65.000 Km,Indaiatuba (SP),R$ 157.000,157000,65000,2024
20,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2023/2024,74.300 Km,Indaiatuba (SP),R$ 142.500,142500,74300,2024
20,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2023/2024,65.000 Km,Indaiatuba (SP),R$ 157.000,157000,65000,2024
20,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,122.324 Km,Araraquara (SP),R$ 115.000,115000,122324,2023
20,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2015/2016,120.000 Km,Limeira (SP),R$ 77.900,77900,120000,2016
20,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2023/2024,74.300 Km,Indaiatuba (SP),R$ 142.500,142500,74300,2024
20,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2017/2017,118.000 Km,Campinas (SP),R$ 80.500,80500,118000,2017
20,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,43.000 Km,Taboão da Serra (SP),R$ 118.900,118900,43000,2021
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2014,134.000 Km,São Caetano do Sul (SP),R$ 65.500,65500,134000,2014
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,76.000 Km,São Bernardo do Campo (SP),R$ 79.990,79990,76000,2017
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2019/2019,86.000 Km,São José do Rio Preto (SP),R$ 85.000,85000,86000,2019
